ano (uid);ano (nome);local (uid);local (nome);indicador (uid);indicador (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);abrangencia (uid);abrangencia (nome);localidade (uid);localidade (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230730;Juazeiro do Norte;3;5;3;4;2;4;6;2;7;3;4;4;47
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230840;Missão Velha;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;6;Macrorregião de saúde;2309;2ª Macro - Sobral;27;20;21;22;24;27;16;29;24;15;20;17;262
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23011;11ª Região Sobral;22;15;17;20;23;24;15;24;20;10;19;13;222
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230050;Alcântaras;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230310;Cariré;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230365;Catunda;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230400;Coreaú;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230435;Forquilha;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230450;Frecheirinha;0;0;1;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230465;Graça;0;0;0;2;0;0;0;0;0;0;0;0;2
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230490;Groaíras;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230520;Hidrolândia;0;0;0;1;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230580;Ipu;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230610;Irauçuba;1;0;0;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230800;Massapê;1;0;0;0;0;0;0;2;0;0;0;0;3
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230820;Meruoca;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230880;Moraújo;1;0;0;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230900;Mucambo;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230990;Pacujá;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231095;Pires Ferreira;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231170;Reriutaba;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231220;Santa Quitéria;0;0;0;0;0;1;1;0;0;0;0;0;2
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231200;Santana do Acaraú;1;0;0;0;0;0;0;0;1;0;0;0;2
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231280;Senador Sá;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231290;Sobral;18;15;16;17;23;23;14;22;19;10;19;13;209
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231390;Uruoca;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231395;Varjota;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23012;12ª Região Acaraú;1;2;2;0;0;2;0;0;0;2;1;0;10
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230020;Acaraú;1;1;2;0;0;1;0;0;0;0;0;0;5
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230230;Bela Cruz;0;0;0;0;0;0;0;0;0;1;1;0;2
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230425;Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230655;Itarema;0;1;0;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230725;Jijoca de Jericoacoara;0;0;0;0;0;0;0;0;0;1;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230780;Marco;0;0;0;0;0;1;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230890;Morrinhos;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23013;13ª Região Tianguá;2;1;0;0;0;0;1;3;0;1;0;1;9
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230340;Carnaubal;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230423;Croatá;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230500;Guaraciaba do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230530;Ibiapina;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231230;São Benedito;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231340;Tianguá;1;1;0;0;0;0;0;1;0;0;0;0;3
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231360;Ubajara;1;0;0;0;0;0;1;1;0;0;0;0;3
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231410;Viçosa do Ceará;0;0;0;0;0;0;0;1;0;1;0;1;3
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23015;15ª Região Crateús;2;1;2;2;1;1;0;2;4;1;0;3;19
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230125;Ararendá;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230410;Crateús;1;1;2;2;1;1;0;2;3;1;0;3;17
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230560;Independência;0;0;0;0;0;0;0;0;1;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230565;Ipaporanga;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230590;Ipueiras;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230860;Monsenhor Tabosa;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230930;Nova Russas;1;0;0;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230940;Novo Oriente;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231100;Poranga;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231126;Quiterianópolis;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;231320;Tamboril;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23016;16ª Região Camocim;0;1;0;0;0;0;0;0;0;1;0;0;2
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230205;Barroquinha;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230260;Camocim;0;1;0;0;0;0;0;0;0;0;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230390;Chaval;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230470;Granja;0;0;0;0;0;0;0;0;0;1;0;0;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230790;Martinópole;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;6;Macrorregião de saúde;2310;1ª Macro - Fortaleza;96;61;86;90;74;62;71;59;73;80;63;52;867
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;7;Região de saúde;23001;01ª Região Fortaleza;88;55;81;86;71;56;64;55;69;72;53;48;798
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230100;Aquiraz;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230428;Eusébio;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;8;Município;230440;Fortaleza;88;55;81;86;71;56;64;55;69;72;53;48;798
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2480611;ABCR BARRA DO CEARA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2529351;ABCR JOSE WALTER;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3271544;ANA MARIA CARNEIRO CARDOSO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3269221;ANGELA MARIA MOURAO ALBANO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3457028;ANGELINE GIRAO BEZERRA DE OLIVEIRA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3279847;ANTONIO AUGUSTO MATOS PIRES;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3155609;CACE CENTRO DE ARRITIMIA DO CEARA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;7547897;CAO CENTRO DE AUDIOLOGIA OCUPACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;9061231;CARDIOLOGIA SAO CAMILO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3339084;CARLOS ALBERTO MIRANDA BATISTA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;7547870;CARLOS ALBERTO VIANA FILHO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2527057;CASA DE SAUDE E MATERNIDADE SAO RAIMUNDO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2562685;CASA DE SAUDE NOSSA SENHORA DAS GRACAS;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2529025;CASA DE SAUDE SAO GERARDO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2481499;CEMJA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;9052836;CENTRO DE ATENDIMENTO PEDIATRICO UNIMED FORTALEZA;0;0;0;0;0;0;0;0;0;0;0;1;1
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;5852250;CENTRO DE MEDICINA DA MULHER;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3295605;CENTRO DE MEDICINA REPRODUTIVA DO CEARA LTDA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;7692595;CENTRO DE ONCOLOGIA LEONARDO DA VINCI;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3303314;CENTRO DE REABILITACAO ESPECIALIZADA ANGELINE;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2723158;CENTRO DE SAUDE DONA LIBANIA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2372134;CENTRO DE SAUDE DR ALARICO LEITE;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2481472;CENTRO DE SAUDE MEIRELES;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;2704404;CEO CENTRO CENTRO ESPECIALIZADO DE ODONTOLOGIA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;9352554;CLINCA SANTA CLARA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3465543;CLINEEC CLINICA DE NEFROLOGIA E ESPECIALIDADES CLINICAS;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3153746;CLINICA DE ORTOEDIA 13 DE MAIO;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3302865;CLINICA DE ORTOPEDIA DA ALDEOTA;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2020;2;Óbitos por ocorrência;400011;Óbitos totais;1;Notificação de óbitos infantis e fetais;1;Número de óbitos;0;Todos;0;Todos;4006;Infantil;0;Todos;0;Todos;9;Estabelecimento de saúde;3148890;CLINICA DE REABILITACAO E FISIOTERAPIA DE PARANGABA;0;0;0;0;0;0;0;0;0;0;0;0;0
